Size,Bedrooms,Bathrooms,Location,Price
1618,2,2,Rural Area,277844.61290278693
1116,4,2,Rural Area,269701.13252165145
1531,1,2,Rural Area,258266.9494551923
566,5,2,Rural Area,244399.0420939368
690,1,1,Rural Area,170094.62771585557
1020,5,3,Rural Area,300311.0966717117
1489,4,2,Rural Area,307208.50569826685
1640,4,1,City Centre,305398.901803273
2814,1,2,Rural Area,372757.51454813295
2134,1,3,Rural Area,360496.3277097975
1687,3,1,Suburbs,276235.71914018143
875,5,1,Suburbs,227290.8061312798
1152,3,3,Suburbs,288027.8398995956
1048,2,3,Rural Area,249427.9889478569
1597,2,1,City Centre,305988.03045009886
572,1,3,City Centre,170531.43309299697
2855,4,2,Suburbs,444920.4862116523
698,2,3,Suburbs,188326.9720965586
2281,2,3,Rural Area,365114.7094928963
1071,3,1,City Centre,197424.2087398916
1290,3,3,City Centre,246244.6191381195
2138,2,1,Suburbs,307932.0664189303
2331,1,2,City Centre,334426.3982551062
2355,3,3,Suburbs,378760.7579960174
2010,2,3,Suburbs,324429.962492314
1674,4,1,Rural Area,282233.9526803494
678,3,1,Suburbs,205431.1381710515
2744,2,3,Rural Area,395146.7629967185
1234,5,1,City Centre,321590.76492375217
2636,3,3,City Centre,417215.00376218563
1298,5,2,Suburbs,288771.26730255084
1287,3,3,Suburbs,237585.88627617867
708,3,2,Rural Area,186237.09134341858
992,5,2,Rural Area,277932.12354084937
2157,1,1,City Centre,253173.70215543697
1231,2,1,City Centre,212249.18628673005
1629,1,1,Suburbs,237257.59150906772
2105,1,1,Suburbs,280696.124285962
1093,2,3,Rural Area,232609.89397248562
1715,4,2,Suburbs,322192.4297875367
824,1,3,Rural Area,181697.29770419243
1478,1,2,City Centre,277198.7107164104
2249,1,2,City Centre,312565.1396731151
2350,4,2,Suburbs,342436.9304924541
1990,3,3,Rural Area,321274.681948507
1393,5,1,Suburbs,316338.4599622663
1890,5,3,Suburbs,393008.81142728956
643,4,2,Rural Area,213797.37409555152
883,1,3,Suburbs,175073.67084570392
2763,5,2,Rural Area,470529.521766352
2871,4,1,Rural Area,400357.9384263358
716,2,1,Suburbs,184072.53245580505
2015,5,3,Rural Area,387917.35194922873
2730,2,1,City Centre,387992.5181075341
2817,1,2,City Centre,371569.5387277249
1990,5,2,City Centre,408205.4102093605
2135,4,1,City Centre,321602.1712028275
2852,3,1,Suburbs,421706.05694619333
1667,5,1,City Centre,324777.5682820677
610,5,3,City Centre,241922.78332783276
1513,5,3,City Centre,371403.4371734098
731,5,2,City Centre,232747.99327009794
2214,4,3,Suburbs,401082.68338734965
2255,4,3,City Centre,402940.7385604037
2077,3,2,Rural Area,323093.203016162
1796,4,2,Rural Area,356111.1121204686
2720,4,1,Suburbs,457420.9077314903
1472,1,1,Suburbs,264593.86155894795
1530,1,3,Suburbs,275942.7683330634
1017,2,2,City Centre,217139.80608921047
1413,3,3,Suburbs,312625.7657590425
2762,1,3,City Centre,410560.68827068096
2681,3,2,Suburbs,409919.36484451237
2832,3,2,Rural Area,375405.4527132802
2444,5,2,Rural Area,393274.14841594774
1962,3,2,City Centre,345393.26293274545
2372,5,3,Suburbs,438693.8514930145
2878,2,3,Rural Area,413561.2371156656
1807,2,3,City Centre,321191.20158311946
1398,2,2,Rural Area,230512.52047488093
1598,5,1,Suburbs,321217.8472483773
1689,5,3,City Centre,357180.31950906926
1712,2,1,Rural Area,236918.8246666687
2625,5,1,Suburbs,429245.68166363996
1187,4,1,City Centre,233190.87849583523
2568,4,2,Rural Area,434317.05378975644
1065,5,2,Rural Area,293194.5385181657
1707,5,3,City Centre,352336.1891077867
2394,1,3,Suburbs,334044.8050352535
1326,1,2,City Centre,204764.61667411728
1851,3,2,Rural Area,315580.8532666071
2726,3,1,Rural Area,413051.2724247315
2311,3,2,Rural Area,364330.2305858726
1582,2,2,Suburbs,274758.7718753508
1850,4,2,Rural Area,322894.78933714615
2144,2,2,Rural Area,324298.49280319107
690,5,1,City Centre,229484.01339042114
1723,1,3,Rural Area,289782.2190415854
1835,5,1,City Centre,344980.95441460976
1207,5,2,Rural Area,309675.04749165603
878,1,2,City Centre,200899.0307372442
886,5,3,City Centre,314169.2676705717
2784,3,3,City Centre,437798.1728705986
1115,1,3,City Centre,234916.50298327618
2042,5,1,Suburbs,358747.4886393628
2830,3,3,Rural Area,468773.8424072702
2548,3,2,Suburbs,385392.02791908226
2254,4,2,Rural Area,397440.8820220257
963,3,2,City Centre,226442.22739689905
1466,2,1,Rural Area,248711.10810976347
671,1,3,City Centre,182499.4242321921
1646,1,3,Rural Area,240529.0754908677
1342,1,3,City Centre,253167.86847043305
1821,5,3,Rural Area,375495.19859273685
2408,5,2,Rural Area,407322.7539295238
1189,2,1,Rural Area,203808.0273725813
2007,3,3,City Centre,342886.0269208976
2712,5,2,Rural Area,429946.92054429336
2524,3,2,City Centre,382391.59084941354
2222,3,1,Suburbs,333810.5383328215
882,5,3,Rural Area,276231.8474707466
2756,5,1,City Centre,455830.19521016005
1912,2,3,City Centre,308017.77120976907
2083,4,1,City Centre,341630.4729310709
2771,1,3,Suburbs,394432.8344573436
2550,5,3,City Centre,430393.99412369943
871,5,1,Suburbs,267341.38875999884
2210,3,3,Suburbs,356702.31789493177
1969,4,1,City Centre,344587.9841634705
1110,5,1,Rural Area,297239.8092587117
615,4,3,Suburbs,216827.85925221053
946,1,3,City Centre,193606.81490827064
1891,3,1,Suburbs,305082.11487002345
1840,2,2,City Centre,304383.5120740915
914,1,1,City Centre,173795.12791724145
2308,4,2,Suburbs,390457.2426847115
1547,4,2,City Centre,324824.18074174976
2373,1,1,Suburbs,318555.0553325192
1573,4,1,City Centre,272990.276312744
1217,2,1,Rural Area,252169.766545201
1858,2,2,Rural Area,314427.47805514786
2105,4,1,Suburbs,330023.7734777506
2818,4,1,Suburbs,423113.7806385466
1061,2,3,Suburbs,256807.24545483437
2794,4,3,Suburbs,436230.73175896535
886,5,3,Rural Area,302088.5383060752
1201,3,1,Suburbs,225732.21152982832
1472,5,1,City Centre,320794.79043180984
1884,4,1,City Centre,282168.3761202663
1483,4,2,Suburbs,327164.5358052641
2011,3,2,City Centre,303366.7503288955
851,4,3,Suburbs,283923.3685190128
2224,3,2,City Centre,339085.14168535674
2451,2,2,City Centre,402770.71715317946
1779,3,2,Suburbs,319958.3041043764
2407,3,3,Suburbs,416036.19882036577
1252,5,3,Rural Area,316471.91220020433
1524,4,2,Suburbs,281959.2376051169
1045,2,1,Rural Area,190799.64626416645
1969,1,3,Suburbs,321220.63666803675
578,3,2,City Centre,255807.23665251007
1759,1,1,Rural Area,289744.4915592113
2881,4,1,City Centre,434862.83917234896
1388,3,3,Suburbs,312693.8388021321
1605,1,1,Suburbs,249844.88231179965
2490,5,3,Suburbs,439359.2961837951
2000,1,2,Suburbs,301155.5407633885
1420,5,3,Rural Area,325627.59824085253
1049,2,1,Rural Area,211301.9617101019
2561,4,3,Suburbs,438282.81102512515
891,1,3,City Centre,202757.7272916499
2857,3,2,Rural Area,416129.5424494054
2933,4,1,City Centre,427644.54758905614
1880,1,3,Suburbs,297418.2561425769
1473,3,2,Rural Area,289458.5185507707
839,3,2,Rural Area,214095.36701047065
1256,3,2,Rural Area,276046.9620192191
1545,3,2,City Centre,261762.9720594439
2838,1,2,Suburbs,387911.616573832
2853,2,3,Suburbs,439689.5749360775
1438,5,3,Rural Area,374122.07355888607
1347,5,1,Rural Area,298125.2628826551
941,5,3,Suburbs,302023.4372065371
629,2,1,City Centre,172004.78735043312
1096,3,1,Rural Area,254894.92418971812
2458,3,1,City Centre,365878.60064178513
2005,4,3,City Centre,385298.04232574056
1361,5,2,Suburbs,272654.1766290011
1498,5,1,Suburbs,334459.0220345766
2872,3,2,City Centre,429602.85869386693
2995,5,1,City Centre,450454.6740695414
2051,3,3,Suburbs,365471.96689846343
2140,3,1,Rural Area,367122.4770262108
2011,3,3,City Centre,336794.1585551035
2236,1,2,Rural Area,305562.2821849915
1949,1,3,City Centre,277173.21506698296
2357,1,2,Suburbs,317689.7551312135
764,1,3,Rural Area,172174.5296142937
1962,2,1,Suburbs,297120.14280131995
656,4,1,City Centre,211425.64853383787
1945,4,3,Suburbs,341306.66892386193
2798,3,2,Rural Area,426026.8147950733
2132,5,2,Suburbs,398143.50159245834
2874,1,2,Rural Area,391893.9566941957
1394,4,3,Suburbs,296812.27713944495
2644,4,3,Suburbs,477801.4355414076
1012,1,3,Rural Area,228787.16676053824
715,2,3,Rural Area,179645.01436885766
2672,2,2,Rural Area,355267.32893468125
2206,4,2,City Centre,364383.71248549595
2606,2,3,Suburbs,397355.718004753
2067,1,3,Rural Area,350564.5441511238
2708,4,2,City Centre,417226.9462703008
2831,1,2,City Centre,352082.7977611474
2653,2,1,Rural Area,376037.7488909237
1628,1,3,Rural Area,268367.2834616425
727,2,1,Rural Area,179852.27078286232
2865,2,2,City Centre,403189.56388633006
1987,1,2,City Centre,293256.7349057955
1301,2,3,Suburbs,285579.68114400026
2122,3,1,City Centre,348951.5572455487
2405,1,2,Rural Area,344765.295447002
971,3,1,Suburbs,178993.1520200373
1579,1,1,Suburbs,237809.24673513017
2560,2,1,Suburbs,378251.91916195565
1541,2,1,Suburbs,239588.644026478
2660,4,1,Rural Area,406394.7120982536
728,4,3,Suburbs,246681.77582310367
670,3,3,Rural Area,226490.80246259738
794,2,1,City Centre,176164.02350164732
688,4,3,Rural Area,252097.5187169299
925,2,2,Suburbs,220083.96510733984
1476,1,1,City Centre,214252.09423089973
1602,4,3,City Centre,319383.4659966027
1418,3,3,City Centre,300201.1628514119
998,4,2,Suburbs,289045.25906632276
2321,2,2,Rural Area,372098.7295167315
1365,5,2,Rural Area,305126.6014423027
1325,5,2,Suburbs,296391.7197337724
2358,2,1,Suburbs,333176.9838811897
2618,1,3,City Centre,407477.7801962039
2795,4,3,Rural Area,454169.6154709912
645,5,2,Suburbs,248127.73523367583
2141,1,3,Suburbs,312593.5786783176
1819,2,3,Rural Area,317360.702209067
969,1,3,City Centre,181506.08733136798
692,2,2,City Centre,161464.5950648866
1591,4,3,City Centre,335685.6258897243
551,1,3,Rural Area,174703.65352207463
2910,4,3,Suburbs,457630.0971244755
2320,1,1,Suburbs,323354.7197119794
2369,2,1,Suburbs,316046.80659489223
2286,2,3,Suburbs,356637.0403455208
1954,1,3,Rural Area,297606.5315841518
2367,2,3,City Centre,369947.9004757548
2507,3,3,City Centre,399603.3272411689
1934,3,3,City Centre,393696.6549703053
1339,4,3,City Centre,289834.6345953319
740,3,1,Suburbs,198902.69561630624
1035,3,2,Suburbs,299246.931275076
1907,5,3,Rural Area,397919.5910239081
582,5,3,City Centre,252411.28385411663
1481,5,3,Suburbs,359414.7641385998
1450,5,2,Suburbs,337607.99862351874
1110,2,3,Suburbs,223922.3065962563
1073,4,3,City Centre,251317.1850140486
2833,4,2,Suburbs,445233.52384861925
1488,3,3,City Centre,294212.5285734115
958,4,2,City Centre,301276.8971174822
2673,3,2,Rural Area,429683.0590903407
2022,4,3,Rural Area,399575.68281645956
2972,1,1,City Centre,334798.61842463975
2484,1,1,City Centre,321600.1215576508
2066,4,3,City Centre,381392.8537734282
2659,2,2,Suburbs,371197.18897836126
2949,3,2,Suburbs,422398.30366483313
621,4,2,Suburbs,216959.69551917605
772,3,3,Rural Area,234690.34309609755
1817,5,1,City Centre,400824.0108119752
897,4,2,Suburbs,236260.73203021294
1484,2,2,Suburbs,285313.0765244394
1730,5,3,Rural Area,397272.37521048
1633,4,1,Rural Area,288397.15975551744
1801,1,1,City Centre,305348.2915216888
2410,4,3,City Centre,420710.1956755271
2005,1,1,Suburbs,235594.82473959363
2416,1,3,Suburbs,381035.95828038064
1319,4,2,Suburbs,259548.8185627576
2456,4,3,Suburbs,449757.96058975894
2868,1,2,Suburbs,406267.2476183018
678,3,3,Rural Area,201994.60053081767
1396,5,2,City Centre,311798.52232366725
2766,2,2,Rural Area,410289.97653793
2472,4,3,City Centre,411101.06438969844
2051,5,2,City Centre,419902.0926032991
991,5,1,City Centre,282393.8444446923
560,3,3,Rural Area,181104.89398588042
1577,5,1,Suburbs,319191.6358229433
2203,4,2,City Centre,390694.72291955486
564,5,2,City Centre,220808.03273772384
1085,4,2,Rural Area,290333.51817893656
2227,4,3,Rural Area,409990.1281917821
2718,1,2,Suburbs,386164.61840922706
1034,3,1,Suburbs,222099.44018089323
2655,2,1,City Centre,350124.64090184454
2370,1,3,Rural Area,376351.44581634476
1504,2,1,Suburbs,290608.0547630054
2999,4,3,Suburbs,495563.3547734919
1729,1,3,Suburbs,305723.3826632514
1539,5,2,Rural Area,335148.8844201826
826,5,1,Rural Area,233429.87135353833
1107,2,1,Rural Area,230532.3132161688
501,4,1,Rural Area,182560.19155486848
1533,2,2,Rural Area,293338.5976829004
2981,3,3,City Centre,458541.1955414562
624,5,1,City Centre,197864.05768680188
1604,1,1,Rural Area,246519.83719640464
2361,1,1,City Centre,296237.5979225305
1673,1,1,Rural Area,224487.24554812163
628,5,2,City Centre,198489.25242226804
937,4,3,City Centre,241730.1080337187
1250,5,1,Suburbs,266213.95239344623
1721,5,1,Rural Area,362529.86474142974
2758,1,3,City Centre,402275.8792624302
1401,5,2,City Centre,360083.6046320602
2592,1,2,Suburbs,355301.8871846381
1802,4,2,City Centre,314300.9122948746
1933,3,2,Suburbs,333123.1005942582
890,1,1,City Centre,165504.79194697677
1567,2,3,Suburbs,300161.85280816146
526,3,3,Suburbs,179121.10056760762
1047,4,3,Rural Area,280653.78838968044
1066,3,2,Rural Area,273556.89038356487
1203,1,2,City Centre,247563.40994812397
1742,4,3,Rural Area,372997.3967475705
684,2,1,Rural Area,184423.37834774773
2090,1,2,Rural Area,327801.85721659544
2413,1,1,City Centre,325526.27701152506
1347,4,3,City Centre,318113.69909636007
1098,4,2,Rural Area,267222.82134090085
1305,3,1,Rural Area,244562.6530700595
1857,2,2,City Centre,310841.51991038927
2626,3,3,Rural Area,451616.8211787396
2378,3,3,Suburbs,398375.5340532068
2960,1,3,City Centre,420662.7479070585
1045,4,1,City Centre,265046.9354343703
2132,1,2,Suburbs,319650.7633897763
2716,2,2,Rural Area,387197.09626025765
2579,3,2,Suburbs,413517.844759283
2834,2,3,Rural Area,403748.4094432596
2426,4,1,Rural Area,411133.6202181121
1116,4,3,City Centre,311802.48337644245
2817,5,3,City Centre,475753.9735585816
1703,2,1,Rural Area,262058.82225089916
2259,1,3,Suburbs,383586.3757900767
725,2,3,City Centre,193465.9830901876
1169,3,2,Rural Area,251005.34823928605
2263,4,1,City Centre,331113.677891131
1416,4,1,City Centre,314105.50683843915
2673,2,2,City Centre,358586.25781693606
2621,2,1,Suburbs,376853.11951984745
1714,2,2,Suburbs,297483.7606709975
2205,3,3,Rural Area,373938.57886524376
2342,3,1,Suburbs,348356.37962541525
2483,1,1,Rural Area,342112.8310230034
555,2,3,Rural Area,225354.76394551326
1219,1,3,City Centre,231842.4642752318
2579,5,1,City Centre,389788.49018693744
1073,3,1,Suburbs,196073.44795919253
1166,4,1,Rural Area,257834.99486868762
783,5,2,Rural Area,249172.11835589228
2244,4,1,City Centre,365977.0041088178
2734,5,1,City Centre,444120.4570478109
997,1,3,City Centre,205027.4912947866
1965,1,3,Suburbs,366702.8261047329
629,3,2,Rural Area,210548.98132862203
1138,4,3,Rural Area,306839.0032006773
2661,5,1,Rural Area,427971.92616776715
2560,2,1,City Centre,358008.22123551654
2991,2,2,Suburbs,407223.7785576032
2994,3,3,Suburbs,455905.3592226552
1485,4,3,City Centre,293021.37496422743
1492,2,3,Suburbs,252067.46162017612
2621,3,2,Suburbs,389697.130638887
600,3,3,Rural Area,196072.50392406672
2723,4,3,City Centre,434906.1141658812
926,2,3,City Centre,220868.79013813206
540,2,1,City Centre,153219.2568670225
928,2,2,City Centre,229052.38180551608
843,1,1,Rural Area,184759.62265377035
865,2,2,Suburbs,205927.31644897806
1108,5,3,Suburbs,345503.9373909518
1227,1,1,Rural Area,198368.3845262008
2776,1,3,Suburbs,409246.9886836792
1324,1,3,City Centre,257513.15107601127
1875,1,2,Rural Area,283153.9150516639
1388,3,3,Rural Area,291200.863070762
2543,5,1,City Centre,410477.25565273245
1841,4,2,City Centre,359272.8606826998
1796,2,2,City Centre,324575.91523752455
616,1,1,Suburbs,147331.56183831082
2915,4,3,City Centre,429152.2223520192
1617,3,3,Rural Area,327623.80616688164
667,4,3,Suburbs,238118.3644869564
2238,1,3,Suburbs,317698.4831250362
1864,5,3,Rural Area,382905.7616649899
1194,4,2,Suburbs,272442.082973162
1424,1,2,City Centre,220470.932874311
651,1,1,City Centre,145675.03035581307
1085,2,3,City Centre,271720.4767484318
1412,2,3,City Centre,279035.49821603316
2821,5,3,Suburbs,477614.81558907754
2077,2,1,Rural Area,321634.5032125754
995,5,3,Suburbs,299208.9559855989
2648,3,2,Rural Area,399185.6018985433
1056,3,3,Rural Area,264500.9903733735
1605,2,1,City Centre,267182.4180054346
2052,3,2,Suburbs,302248.8884271198
2620,4,2,City Centre,432584.17659160245
656,4,2,Suburbs,226499.42653117052
1234,4,3,Suburbs,309228.3318086216
2679,3,1,City Centre,392518.41433331376
1927,4,1,Suburbs,330684.5602435648
1058,5,3,City Centre,281726.41058291064
2654,1,1,Rural Area,353623.5100066469
2812,2,2,City Centre,404342.4888923024
654,5,2,Suburbs,272395.31115394377
1496,4,1,Suburbs,284940.3928430343
2794,1,1,Rural Area,385930.20137674926
1030,2,3,Rural Area,253893.25241632335
2471,5,3,Rural Area,426713.8308305786
1228,2,3,City Centre,230134.87365940274
1677,3,3,City Centre,342993.50235108985
653,4,3,Suburbs,249484.7638253639
591,5,3,Rural Area,270512.48183403525
2885,5,2,Rural Area,471474.85315354186
2003,1,1,City Centre,264849.8824532941
2216,1,3,Suburbs,340202.92815840273
2997,1,2,Rural Area,412727.56603407045
2516,2,1,City Centre,312076.7717344618
1286,4,1,City Centre,283194.7710013741
772,2,1,Rural Area,198770.73002503658
2527,4,3,Rural Area,446335.5429184292
676,5,3,Suburbs,271742.5276816378
1142,2,3,Rural Area,240782.2446611619
2398,2,1,City Centre,343498.11947779724
1066,2,1,Rural Area,182051.31892436044
1165,3,2,Rural Area,277511.53108377266
1831,4,2,Suburbs,358933.67791247886
2298,4,2,City Centre,383115.5028069207
1569,2,2,Rural Area,288832.16320163565
2849,3,1,City Centre,422319.131002533
907,2,3,Suburbs,203752.59231445973
1712,4,3,City Centre,386908.24570972804
2353,5,3,Rural Area,413512.5463280185
1652,3,3,Rural Area,277796.6568663176
1641,3,2,Suburbs,312145.8075937352
643,2,1,Suburbs,176039.16933355556
2989,5,3,Suburbs,486001.69663774344
986,4,1,City Centre,247800.36154151912
1359,1,2,City Centre,220207.81650909866
2435,4,2,City Centre,369357.93289009
647,4,3,City Centre,259206.2552980472
1859,5,3,Suburbs,387005.7362946494
1857,3,2,City Centre,318270.6830023583
589,4,2,City Centre,253804.64311802207
1857,3,1,City Centre,304800.4228345698
698,5,2,City Centre,261650.5550177164
1037,5,1,Suburbs,249109.22453393007
800,2,2,Suburbs,155869.3655802104
1223,1,1,Rural Area,219589.69605838569
2098,5,2,Rural Area,401488.6057001747
1959,5,2,City Centre,414191.9403554752
567,3,1,City Centre,159208.5156568917
2037,5,1,Suburbs,335151.4338976033
897,4,3,Rural Area,252419.68095144967
1119,2,3,City Centre,257978.6480083485
2084,2,2,Rural Area,284608.232089849
1663,4,2,Rural Area,327894.32391633897
1229,5,1,Rural Area,278654.74136471754
1055,1,2,Suburbs,197515.3668699973
2452,5,3,City Centre,422656.0037956156
2251,2,1,City Centre,352304.3982371626
2829,1,2,Suburbs,351011.31587507285
1495,3,1,Suburbs,293466.2077680308
2459,3,3,Suburbs,410576.54419389844
2101,5,3,Rural Area,395536.0230605718
1980,5,3,Rural Area,423821.9146026803
2634,1,2,City Centre,325641.5970179344
1602,1,2,City Centre,280178.49965184345
2851,5,2,Rural Area,443085.3574513448
1903,2,2,Rural Area,301140.69688348245
2677,3,2,Suburbs,413931.04459974734
1799,1,2,Rural Area,300827.4611753861
2222,2,3,City Centre,338083.9891871395
1398,5,3,City Centre,346209.64334652794
1706,4,2,Suburbs,321823.4713544217
2035,1,3,Suburbs,301414.7585833325
577,4,1,City Centre,169808.7903685798
2032,2,2,Rural Area,315605.6874541296
737,3,1,Rural Area,173098.3494756253
1657,2,2,City Centre,261252.83761660248
2496,3,2,Rural Area,379860.4457185713
1715,2,3,Rural Area,301745.09521845775
777,1,1,City Centre,151730.0066121422
1023,1,3,City Centre,218687.32250997156
679,4,2,Suburbs,261601.90989565925
622,2,1,City Centre,153785.49180870497
1769,2,2,Suburbs,279029.36961892276
2257,4,3,Suburbs,381980.58437727054
1594,5,2,Rural Area,283665.5034880501
979,2,2,City Centre,205205.06624951775
2297,2,3,Rural Area,400327.7486253585
